[2025-04-22 11:10:41] Monitoring started (Interval: 500ms, Dry-run: No)
2025-04-23 08:03:19 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:20 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:20 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:21 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:21 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:22 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:22 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:23 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:23 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:24 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:24 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:25 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:25 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:26 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:26 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:27 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:27 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:28 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:28 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:29 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:29 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:30 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:30 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:31 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:32 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:32 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:33 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:33 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:34 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:34 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:35 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:35 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:36 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:36 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:37 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:37 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:38 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:38 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:39 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:39 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:40 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:40 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:41 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:41 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:42 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:42 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:43 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:43 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:44 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:44 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:45 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:45 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:46 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:46 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:47 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:47 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:48 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:48 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:49 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:49 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:50 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:50 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:51 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:51 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:52 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:52 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:53 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:53 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:54 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:54 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:55 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:55 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:56 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:56 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:57 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:57 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:58 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:58 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:59 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:03:59 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:00 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:00 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:01 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:01 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:02 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:02 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:03 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:03 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:04 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:04 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:05 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:05 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:06 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:06 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:07 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:07 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:08 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:08 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:09 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:09 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:10 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:10 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:11 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:11 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:12 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:12 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:13 - Current memory usage: 416408 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:31 - Memory monitoring and GC optimizer started with sampling interval: 0.5 seconds
2025-04-23 08:04:31 - Current memory usage: 413224 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:31 - Memory trend increasing. Considering garbage collection.
2025-04-23 08:04:31 - Current memory usage: 413688 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:32 - Memory trend increasing. Considering garbage collection.
2025-04-23 08:04:32 - Current memory usage: 413848 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:32 - Memory trend increasing. Considering garbage collection.
2025-04-23 08:04:32 - Current memory usage: 413848 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:33 - Memory trend increasing. Considering garbage collection.
2025-04-23 08:04:33 - Current memory usage: 413848 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:33 - Memory trend increasing. Considering garbage collection.
2025-04-23 08:04:33 - Current memory usage: 413848 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:34 - Memory trend increasing. Considering garbage collection.
2025-04-23 08:04:34 - Current memory usage: 413848 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:34 - Memory trend increasing. Considering garbage collection.
2025-04-23 08:04:34 - Current memory usage: 413848 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:35 - Memory trend increasing. Considering garbage collection.
2025-04-23 08:04:35 - Current memory usage: 413848 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:35 - Memory trend increasing. Considering garbage collection.
2025-04-23 08:04:35 - Current memory usage: 414168 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:36 - Memory trend increasing. Considering garbage collection.
2025-04-23 08:04:36 - Current memory usage: 414168 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:36 - Memory trend increasing. Considering garbage collection.
2025-04-23 08:04:36 - Current memory usage: 414168 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:37 - Memory trend increasing. Considering garbage collection.
2025-04-23 08:04:37 - Current memory usage: 414168 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:37 - Memory trend increasing. Considering garbage collection.
2025-04-23 08:04:37 - Current memory usage: 414168 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:38 - Memory trend increasing. Considering garbage collection.
2025-04-23 08:04:38 - Current memory usage: 414168 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:38 - Memory trend increasing. Considering garbage collection.
2025-04-23 08:04:38 - Current memory usage: 414168 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:39 - Memory trend increasing. Considering garbage collection.
2025-04-23 08:04:39 - Current memory usage: 414168 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:40 - Memory trend increasing. Considering garbage collection.
2025-04-23 08:04:40 - Current memory usage: 414488 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:40 - Memory trend increasing. Considering garbage collection.
2025-04-23 08:04:40 - Current memory usage: 414488 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:41 - Memory trend increasing. Considering garbage collection.
2025-04-23 08:04:41 - Current memory usage: 414488 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:41 - Memory trend increasing. Considering garbage collection.
2025-04-23 08:04:41 - Current memory usage: 414488 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:42 - Memory trend increasing. Considering garbage collection.
2025-04-23 08:04:42 - Current memory usage: 414488 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:42 - Memory trend increasing. Considering garbage collection.
2025-04-23 08:04:42 - Current memory usage: 414488 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:43 - Memory trend increasing. Considering garbage collection.
2025-04-23 08:04:43 - Current memory usage: 414488 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:43 - Memory trend increasing. Considering garbage collection.
2025-04-23 08:04:43 - Current memory usage: 414488 bytes, Peak memory usage: 448744 bytes
2025-04-23 08:04:44 - Memory trend increasing. Considering garbage collection.
2025-04-23 08:04:44 - Current memory usage: 414488 bytes, Peak memory usage: 448744 bytes
[2025-04-23 08:05:04] Starting GC Optimizer. Interval: 500ms, Dry-run: false
[2025-04-23 08:05:19] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:05:19] GC triggered, collected: 0 cycles
[2025-04-23 08:05:35] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:05:35] GC triggered, collected: 0 cycles
[2025-04-23 08:05:50] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:05:50] GC triggered, collected: 0 cycles
[2025-04-23 08:06:06] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:06:06] GC triggered, collected: 0 cycles
[2025-04-23 08:06:22] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:06:22] GC triggered, collected: 0 cycles
[2025-04-23 08:06:37] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:06:37] GC triggered, collected: 0 cycles
[2025-04-23 08:06:53] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:06:53] GC triggered, collected: 0 cycles
[2025-04-23 08:07:08] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:07:08] GC triggered, collected: 0 cycles
[2025-04-23 08:07:23] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:07:23] GC triggered, collected: 0 cycles
[2025-04-23 08:07:38] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:07:38] GC triggered, collected: 0 cycles
[2025-04-23 08:07:55] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:07:55] GC triggered, collected: 0 cycles
[2025-04-23 08:08:10] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:08:10] GC triggered, collected: 0 cycles
[2025-04-23 08:08:25] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:08:25] GC triggered, collected: 0 cycles
[2025-04-23 08:08:40] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:08:40] GC triggered, collected: 0 cycles
[2025-04-23 08:08:56] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:08:56] GC triggered, collected: 0 cycles
[2025-04-23 08:09:11] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:09:11] GC triggered, collected: 0 cycles
[2025-04-23 08:09:27] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:09:27] GC triggered, collected: 0 cycles
[2025-04-23 08:09:42] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:09:42] GC triggered, collected: 0 cycles
[2025-04-23 08:09:58] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:09:58] GC triggered, collected: 0 cycles
[2025-04-23 08:10:13] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:10:13] GC triggered, collected: 0 cycles
[2025-04-23 08:10:28] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:10:28] GC triggered, collected: 0 cycles
[2025-04-23 08:10:44] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:10:44] GC triggered, collected: 0 cycles
[2025-04-23 08:10:59] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:10:59] GC triggered, collected: 0 cycles
[2025-04-23 08:11:14] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:11:14] GC triggered, collected: 0 cycles
[2025-04-23 08:11:30] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:11:30] GC triggered, collected: 0 cycles
[2025-04-23 08:11:45] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:11:45] GC triggered, collected: 0 cycles
[2025-04-23 08:12:01] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:12:01] GC triggered, collected: 0 cycles
[2025-04-23 08:12:16] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:12:16] GC triggered, collected: 0 cycles
[2025-04-23 08:12:31] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:12:31] GC triggered, collected: 0 cycles
[2025-04-23 08:12:47] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:12:47] GC triggered, collected: 0 cycles
[2025-04-23 08:13:03] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:13:03] GC triggered, collected: 0 cycles
[2025-04-23 08:13:18] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:13:18] GC triggered, collected: 0 cycles
[2025-04-23 08:13:34] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:13:34] GC triggered, collected: 0 cycles
[2025-04-23 08:13:49] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:13:49] GC triggered, collected: 0 cycles
[2025-04-23 08:14:05] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:14:05] GC triggered, collected: 0 cycles
[2025-04-23 08:14:20] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:14:20] GC triggered, collected: 0 cycles
[2025-04-23 08:14:36] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:14:36] GC triggered, collected: 0 cycles
[2025-04-23 08:14:51] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:14:51] GC triggered, collected: 0 cycles
[2025-04-23 08:15:07] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:15:07] GC triggered, collected: 0 cycles
[2025-04-23 08:15:22] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:15:22] GC triggered, collected: 0 cycles
[2025-04-23 08:15:38] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:15:38] GC triggered, collected: 0 cycles
[2025-04-23 08:15:53] Time-based GC condition triggered. Interval: 15s
[2025-04-23 08:15:53] GC triggered, collected: 0 cycles
[2025-04-23 08:15:54] Shutting down. Total samples: 865, GC operations: 42, Max Mem Usage: 439,104 bytes, Max Peak Mem Usage: 468,808 bytes
2025-04-23 08:16:13 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:14 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:14 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:15 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:15 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:16 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:16 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:17 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:17 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:18 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:18 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:19 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:19 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:20 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:20 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:21 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:21 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:22 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:22 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:23 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:23 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:24 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:24 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:25 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:25 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:26 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:26 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:27 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:27 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:28 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:28 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:29 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:29 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:30 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:30 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:31 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:31 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:32 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:32 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:33 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:33 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:34 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:34 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:35 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:35 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:36 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:36 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:37 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:37 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:38 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:38 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:39 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:39 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:40 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:40 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:41 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:41 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:42 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:42 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:43 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:43 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:44 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:44 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:45 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:45 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:46 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:46 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:47 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:48 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:48 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:49 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:49 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:50 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:50 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:51 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:51 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:52 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:52 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:53 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:53 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:54 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:54 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:55 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:55 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:56 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:56 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:57 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:57 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:58 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:58 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
2025-04-23 08:16:59 - Memory snapshot: Current: 2097152 bytes, Peak: 2097152 bytes
